Lang,Key,Value,Reference,Page
Maklew,3sg_n_p,ibang,,
Maklew,3sg_n_s,ib,,
Malayalam,12du_a,nammal,"Asher, R.E. and T.C. Kumari. 1997. Malayalam. London: Routledge.",
Malayalam,12du_o,nammale ,,
Malayalam,12du_p,nammute ,,
Malayalam,12du_s,nammal,,
Malayalam,12pl_a,nammal,,
Malayalam,12pl_o,nammale ,,
Malayalam,12pl_p,nammute ,,
Malayalam,12pl_s,nammal,,
Malayalam,1du_a,nhangngal ,,
Malayalam,1du_o,nhangngale,,
Malayalam,1du_p,nhangngalute,,
Malayalam,1du_s,nhangngal ,,
Malayalam,1pl_a,nhangngal ,,
Malayalam,1pl_o,nhangngale,,
Malayalam,1pl_p,nhangngalute,,
Malayalam,1pl_s,nhangngal ,,
Malayalam,1sg_a,nhaan,,
Malayalam,1sg_o,enne ,,
Malayalam,1sg_p,enre ,,
Malayalam,1sg_s,nhaan,,
Malayalam,2du_a,ningngal ,,
Malayalam,2du_o,ningngale ,,
Malayalam,2du_p,ningngalute,,
Malayalam,2du_s,ningngal ,,
Malayalam,2pl_a,ningngal ,,
Malayalam,2pl_o,ningngale ,,
Malayalam,2pl_p,ningngalute,,
Malayalam,2pl_s,ningngal ,,
Malayalam,2sg_a,nii ,,
Malayalam,2sg_o,ninne ,,
Malayalam,2sg_p,ninre ,,
Malayalam,2sg_s,nii ,,
Malayalam,3d_a,avru,,
Malayalam,3d_o,avrue,,
Malayalam,3d_p,avarute,,
Malayalam,3d_s,avru,,
Malayalam,3p_a,avru,,
Malayalam,3p_o,avrue,,
Malayalam,3p_p,avarute,,
Malayalam,3p_s,avru,,
Malayalam,3sg_m_a,avan,,
Malayalam,3sg_m_o,avane,,
Malayalam,3sg_m_p,avalute,,
Malayalam,3sg_m_s,avan,,
Malayalam,3sg_n_a,aval,,
Malayalam,3sg_n_o,avale,,
Malayalam,3sg_n_p,avalute,,
Malayalam,3sg_n_s,aval,,
Malto,12du_a,naam,"Kobayashi, Masato. 2012. Texts and grammar of Malto. Vizianagaram: Kotoba Books. iii+465pp.",
Malto,12du_o,namen,,
Malto,12du_p,namki,,
Malto,12du_s,naam,,
Malto,12pl_a,naam,,
Malto,12pl_o,namen,,
Malto,12pl_p,namki,,
Malto,12pl_s,naam,,
Malto,1du_a,heem,,
Malto,1du_o,hemen,,
Malto,1du_p,hemki,,
Malto,1du_s,heem,,
Malto,1pl_a,heem,,
Malto,1pl_o,hemen,,
Malto,1pl_p,hemki,,
Malto,1pl_s,heem,,
Malto,1sg_a,heen,,
Malto,1sg_o,hengen,,
Malto,1sg_p,hengki,,
Malto,1sg_s,heen,,
Malto,2du_a,niim,,
Malto,2du_o,nimen,,
Malto,2du_p,nimki,,
Malto,2du_s,niim,,
Malto,2pl_a,niim,,
Malto,2pl_o,nimen,,
Malto,2pl_p,nimki,,
Malto,2pl_s,niim,,
Malto,2sg_a,niin,,
Malto,2sg_o,ningen,,
Malto,2sg_p,ningki,,
Malto,2sg_s,niim,,
Malto,3d_a,haar,,
Malto,3d_o,haren,,
Malto,3d_p,harki,,
Malto,3d_s,haar,,
Malto,3p_a,haar,,
Malto,3p_o,haren,,
Malto,3p_p,harki,,
Malto,3p_s,haar,,
Malto,3sg_m_a,haah,,
Malto,3sg_m_o,hahen,,
Malto,3sg_m_p,hahik,,
Malto,3sg_m_s,haah,,
Malto,3sg_n_a,haad,,
Malto,3sg_n_o,haden,,
Malto,3sg_n_p,hadki,,
Malto,3sg_n_s,haah,,
Mawatta,12du_a,nimoto,"Ray, Sidney H. 1907. A Grammar of the Kiwai Language, with Notes on the Mawata Dialect. In Sidney H. Ray (ed.), Linguistics (Reports of the Cambridge Anthropological Expedition to Torres Straits III). pp. 302-319. Cambridge: Cambridge University Press.",
Mawatta,12du_o,nimoto,,
Mawatta,12du_p,nimoto,,
Mawatta,12du_s,nimoto,,
Mawatta,12pl_a,nimo,,
Mawatta,12pl_o,nimo,,
Mawatta,12pl_p,nimo,,
Mawatta,12pl_s,nimo,,
Mawatta,1du_a,nimoto,,
Mawatta,1du_o,nimoto,,
Mawatta,1du_p,nimoto,,
Mawatta,1du_s,nimoto,,
Mawatta,1pl_a,nimo,,
Mawatta,1pl_o,nimo,,
Mawatta,1pl_p,nimo,,
Mawatta,1pl_s,nimo,,
Mawatta,1sg_a,mo,,
Mawatta,1sg_o,moroai,,
Mawatta,1sg_p,moro,,
Mawatta,1sg_s,mai,,
Mawatta,2du_a,nigoto,,
Mawatta,2du_o,nigoto,,
Mawatta,2du_p,nigoto,,
Mawatta,2du_s,nigoto,,
Mawatta,2pl_a,nigo,,
Mawatta,2pl_o,nigo,,
Mawatta,2pl_p,nigo,,
Mawatta,2pl_s,nigo,,
Mawatta,2sg_a,ro,,
Mawatta,2sg_o,roroai,,
Mawatta,2sg_p,oro,,
Mawatta,2sg_s,rai,,
Mawatta,3d_a,neito,,
Mawatta,3d_o,neito,,
Mawatta,3d_p,neito,,
Mawatta,3d_s,neito,,
Mawatta,3p_a,nei,,
Mawatta,3p_o,nei,,
Mawatta,3p_p,nei,,
Mawatta,3p_s,nei,,
Mawatta,3sg_m_a,nou,,
Mawatta,3sg_m_o,noroai,,
Mawatta,3sg_m_p,noro,,
Mawatta,3sg_m_s,noai,,
Mawatta,3sg_n_a,nou,,
Mawatta,3sg_n_o,noroai,,
Mawatta,3sg_n_p,noro,,
Mawatta,3sg_n_s,noai,,
Mblafe,12du_a,nndze,"Evans, Nicholas, Wayan Arka, Matthew Carroll, Christian Döhler, Eri Kashima, Emil Mittag, Volker Gast, Dineke Schokkin, Kyla Quinn, Jeff Siegel, Philip Tama and Charlotte Van Tongeren. 2017. The languages of Southern New Guinea. In Bill Palmer (ed.), The Languages and Linguistics of New Guinea: A Comprehensive Guide. Berlin: Walter de Gruyter.",
Mblafe,12du_o,ni,,
Mblafe,12du_p,ndene,,
Mblafe,12du_s,ni,,
Mblafe,12pl_a,nndze,,
Mblafe,12pl_o,ni,,
Mblafe,12pl_p,ndene,,
Mblafe,12pl_s,ni,,
Mblafe,1du_a,nndze,,
Mblafe,1du_o,ni,,
Mblafe,1du_p,ndene,,
Mblafe,1du_s,ni,,
Mblafe,1pl_a,nndze,,
Mblafe,1pl_o,ni,,
Mblafe,1pl_p,ndene,,
Mblafe,1pl_s,ni,,
Mblafe,1sg_a,nggi,,
Mblafe,1sg_o,ngga,,
Mblafe,1sg_p,ndwane,,
Mblafe,1sg_s,ngga,,
Mblafe,2du_a,mbndze,,
Mblafe,2du_o,mbu,,
Mblafe,2du_p,mbane,,
Mblafe,2du_s,mbu,,
Mblafe,2pl_a,mbndze,,
Mblafe,2pl_o,mbu,,
Mblafe,2pl_p,mbane,,
Mblafe,2pl_s,mbu,,
Mblafe,2sg_a,mboy,,
Mblafe,2sg_o,mbu,,
Mblafe,2sg_p,mboane,,
Mblafe,2sg_s,mbu,,
Mblafe,3d_a,nambe,,
Mblafe,3d_o,pii,,
Mblafe,3d_p,namban,,
Mblafe,3d_s,pii,,
Mblafe,3p_a,nambe,,
Mblafe,3p_o,pii,,
Mblafe,3p_p,namban,,
Mblafe,3p_s,pii,,
Mblafe,3sg_m_a,nambo,,
Mblafe,3sg_m_o,pii,,
Mblafe,3sg_m_p,namban,,
Mblafe,3sg_m_s,pii,,
Mblafe,3sg_n_a,nambo,,
Mblafe,3sg_n_o,pii,,
Mblafe,3sg_n_p,namban,,
Mblafe,3sg_n_s,pii,,
Meriam,12du_a,mi,"Piper, Nick. 1989. A sketch grammar of Meryam Mir. MA thesis. Australian National University.",
Meriam,12du_o,merbi,,
Meriam,12du_p,meriba,,
Meriam,12du_s,mi,,
Meriam,12pl_a,mi,,
Meriam,12pl_o,merbi,,
Meriam,12pl_p,meriba,,
Meriam,12pl_s,mi,,
Meriam,1du_a,ki,,
Meriam,1du_o,kerbi,,
Meriam,1du_p,keriba,,
Meriam,1du_s,ki,,
Meriam,1pl_a,ki,,
Meriam,1pl_o,kerbi,,
Meriam,1pl_p,keriba,,
Meriam,1pl_s,ki,,
Meriam,1sg_a,ka,,
Meriam,1sg_o,kari,,
Meriam,1sg_p,kara,,
Meriam,1sg_s,ka,,
Meriam,2du_a,wa,,
Meriam,2du_o,wabi,,
Meriam,2du_p,waba,,
Meriam,2du_s,wa,,
Meriam,2pl_a,wa,,
Meriam,2pl_o,wabi,,
Meriam,2pl_p,waba,,
Meriam,2pl_s,wa,,
Meriam,2sg_a,ma,,
Meriam,2sg_o,mari,,
Meriam,2sg_p,mara,,
Meriam,2sg_s,ma,,
Meriam,3d_a,wi,,
Meriam,3d_o,wiyabi,,
Meriam,3d_p,wiyaba,,
Meriam,3d_s,wi,,
Meriam,3p_a,wi,,
Meriam,3p_o,wiyabi,,
Meriam,3p_p,wiyaba,,
Meriam,3p_s,wi,,
Meriam,3sg_m_a,e,,
Meriam,3sg_m_o,abi,,
Meriam,3sg_m_p,abra,,
Meriam,3sg_m_s,e,,
Meriam,3sg_n_a,e,,
Meriam,3sg_n_o,abi,,
Meriam,3sg_n_p,abra,,
Meriam,3sg_n_s,e,,
Mpakwithi,12du_a,laegi,"Crowley, Terry. 1983. Uradhi. In R.M.W. Dixon and Barry Blake (eds.), Handbook of Australian Languages, 307-430. Amsterdam: John Benjamins.",p170
Mpakwithi,12du_o,laenhi,,
Mpakwithi,12du_p,laemrri,,
Mpakwithi,12du_s,laegi,,
Mpakwithi,12pl_a,bwi,,
Mpakwithi,12pl_o,bunhu,,
Mpakwithi,12pl_p,bumrru,,
Mpakwithi,12pl_s,bwi,,
Mpakwithi,1du_a,nini,,
Mpakwithi,1du_o,nanha,,
Mpakwithi,1du_p,namrru,,
Mpakwithi,1du_s,nini,,
Mpakwithi,1pl_a,nyanga,,
Mpakwithi,1pl_o,nanha,,
Mpakwithi,1pl_p,namrru,,
Mpakwithi,1pl_s,nyanga,,
Mpakwithi,1sg_a,angu,,
Mpakwithi,1sg_o,nhanhi,,
Mpakwithi,1sg_p,thamrru,,
Mpakwithi,1sg_s,angu,,
Mpakwithi,2du_a,pi,,
Mpakwithi,2du_o,punhu,,
Mpakwithi,2du_p,pumrru,,
Mpakwithi,2du_s,pi,,
Mpakwithi,2pl_a,rreeghe,,
Mpakwithi,2pl_o,rrwanha,,
Mpakwithi,2pl_p,rrwamrra,,
Mpakwithi,2pl_s,rreeghe,,
Mpakwithi,2sg_a,dru,,
Mpakwithi,2sg_o,nhanha,,
Mpakwithi,2sg_p,gyumrru,,
Mpakwithi,2sg_s,dru,,
Mpakwithi,3d_a,lwepi,,
Mpakwithi,3d_o,lwanha,,
Mpakwithi,3d_p,lwamrra,,
Mpakwithi,3d_s,lwepi,,
Mpakwithi,3p_a,amrra,,
Mpakwithi,3p_o,lwanha,,
Mpakwithi,3p_p,lwamrra,,
Mpakwithi,3p_s,amrra,,
Mpakwithi,3sg_m_a,lu,,
Mpakwithi,3sg_m_o,ngyunhu,,
Mpakwithi,3sg_m_p,ngyumrru,,
Mpakwithi,3sg_m_s,lu,,
Mpakwithi,3sg_n_a,lu,,
Mpakwithi,3sg_n_o,ngyunhu,,
Mpakwithi,3sg_n_p,ngyumrru,,
Mpakwithi,3sg_n_s,lu,,
Nama,12du_a,yndpem,"Evans, Nicholas, Wayan Arka, Matthew Carroll, Christian Döhler, Eri Kashima, Emil Mittag, Volker Gast, Dineke Schokkin, Kyla Quinn, Jeff Siegel, Philip Tama and Charlotte Van Tongeren. 2017. The languages of Southern New Guinea. In Bill Palmer (ed.), The Languages and Linguistics of New Guinea: A Comprehensive Guide. Berlin: Walter de Gruyter.",
Nama,12du_o,ynd,,
Nama,12du_p,tpene,,
Nama,12du_s,ynd,,
Nama,12pl_a,yndpem,,
Nama,12pl_o,ynd,,
Nama,12pl_p,tpene,,
Nama,12pl_s,ynd,,
Nama,1du_a,yndpem,,
Nama,1du_o,ynd,,
Nama,1du_p,tpene,,
Nama,1du_s,ynd,,
Nama,1pl_a,yndpem,,
Nama,1pl_o,ynd,,
Nama,1pl_p,tpene,,
Nama,1pl_s,ynd,,
Nama,1sg_a,yndo,,
Nama,1sg_o,ynd,,
Nama,1sg_p,tane,,
Nama,1sg_s,ynd,,
Nama,2du_a,pmopem,,
Nama,2du_o,pm,,
Nama,2du_p,ppene,,
Nama,2du_s,pm,,
Nama,2pl_a,pmopem,,
Nama,2pl_o,pm,,
Nama,2pl_p,ppene,,
Nama,2pl_s,pm,,
Nama,2sg_a,pmo,,
Nama,2sg_o,pm,,
Nama,2sg_p,pene,,
Nama,2sg_s,pm,,
Nama,3d_a,ymopem,,
Nama,3d_o,pae,,
Nama,3d_p,ypene,,
Nama,3d_s,pae,,
Nama,3p_a,ymopem,,
Nama,3p_o,pae,,
Nama,3p_p,ypene,,
Nama,3p_s,pae,,
Nama,3sg_m_a,ymo,,
Nama,3sg_m_o,pae,,
Nama,3sg_m_p,yne,,
Nama,3sg_m_s,pae,,
Nama,3sg_n_a,ymo,,
Nama,3sg_n_o,pae,,
Nama,3sg_n_p,yne,,
Nama,3sg_n_s,pae,,
Nambo,12du_a,yndbem,"Evans, Nicholas, Wayan Arka, Matthew Carroll, Christian Döhler, Eri Kashima, Emil Mittag, Volker Gast, Dineke Schokkin, Kyla Quinn, Jeff Siegel, Philip Tama and Charlotte Van Tongeren. 2017. The languages of Southern New Guinea. In Bill Palmer (ed.), The Languages and Linguistics of New Guinea: A Comprehensive Guide. Berlin: Walter de Gruyter.",
Nambo,12du_o,ynd,,
Nambo,12du_p,tbene,,
Nambo,12du_s,ynd,,
Nambo,12pl_a,yndbem,,
Nambo,12pl_o,ynd,,
Nambo,12pl_p,tbene,,
Nambo,12pl_s,ynd,,
Nambo,1du_a,yndbem,,
Nambo,1du_o,ynd,,
Nambo,1du_p,tbene,,
Nambo,1du_s,ynd,,
Nambo,1pl_a,yndbem,,
Nambo,1pl_o,ynd,,
Nambo,1pl_p,tbene,,
Nambo,1pl_s,ynd,,
Nambo,1sg_a,yndo,,
Nambo,1sg_o,ynd,,
Nambo,1sg_p,tane,,
Nambo,1sg_s,ynd,,
Nambo,2du_a,bmovem,,
Nambo,2du_o,bm,,
Nambo,2du_p,bbene,,
Nambo,2du_s,bm,,
Nambo,2pl_a,bmovem,,
Nambo,2pl_o,bm,,
Nambo,2pl_p,bbene,,
Nambo,2pl_s,bm,,
Nambo,2sg_a,bmo,,
Nambo,2sg_o,bm,,
Nambo,2sg_p,bene,,
Nambo,2sg_s,bm,,
Nambo,3d_a,ymovem,,
Nambo,3d_o,baa,,
Nambo,3d_p,ybene,,
Nambo,3d_s,baa,,
Nambo,3p_a,ymovem,,
Nambo,3p_o,baa,,
Nambo,3p_p,ybene,,
Nambo,3p_s,baa,,
Nambo,3sg_m_a,ymo,,
Nambo,3sg_m_o,baa,,
Nambo,3sg_m_p,yaane,,
Nambo,3sg_m_s,baa,,
Nambo,3sg_n_a,ymo,,
Nambo,3sg_n_o,baa,,
Nambo,3sg_n_p,yaane,,
Nambo,3sg_n_s,baa,,
Namo,12du_a,yndbem,"Evans, Nicholas, Wayan Arka, Matthew Carroll, Christian Döhler, Eri Kashima, Emil Mittag, Volker Gast, Dineke Schokkin, Kyla Quinn, Jeff Siegel, Philip Tama and Charlotte Van Tongeren. 2017. The languages of Southern New Guinea. In Bill Palmer (ed.), The Languages and Linguistics of New Guinea: A Comprehensive Guide. Berlin: Walter de Gruyter.",
Namo,12du_o,ynd,,
Namo,12du_p,tbene,,
Namo,12du_s,ynd,,
Namo,12pl_a,yndbem,,
Namo,12pl_o,ynd,,
Namo,12pl_p,tbene,,
Namo,12pl_s,ynd,,
Namo,1du_a,yndbem,,
Namo,1du_o,ynd,,
Namo,1du_p,tbene,,
Namo,1du_s,ynd,,
Namo,1pl_a,yndbem,,
Namo,1pl_o,ynd,,
Namo,1pl_p,tbene,,
Namo,1pl_s,ynd,,
Namo,1sg_a,yndo,,
Namo,1sg_o,ynd,,
Namo,1sg_p,tane,,
Namo,1sg_s,ynd,,
Namo,2du_a,fmovem,,
Namo,2du_o,fm,,
Namo,2du_p,fvene,,
Namo,2du_s,fm,,
Namo,2pl_a,fmovem,,
Namo,2pl_o,fm,,
Namo,2pl_p,fvene,,
Namo,2pl_s,fm,,
Namo,2sg_a,fmo,,
Namo,2sg_o,fm,,
Namo,2sg_p,fene,,
Namo,2sg_s,fm,,
Namo,3d_a,ymovem,,
Namo,3d_o,fae,,
Namo,3d_p,ybene,,
Namo,3d_s,fae,,
Namo,3p_a,ymovem,,
Namo,3p_o,fae,,
Namo,3p_p,ybene,,
Namo,3p_s,fae,,
Namo,3sg_m_a,ymo,,
Namo,3sg_m_o,fae,,
Namo,3sg_m_p,yaene,,
Namo,3sg_m_s,fae,,
Namo,3sg_n_a,ymo,,
Namo,3sg_n_o,fae,,
Namo,3sg_n_p,yaene,,
Namo,3sg_n_s,fae,,
Neme,12du_a,yndbem,"Evans, Nicholas, Wayan Arka, Matthew Carroll, Christian Döhler, Eri Kashima, Emil Mittag, Volker Gast, Dineke Schokkin, Kyla Quinn, Jeff Siegel, Philip Tama and Charlotte Van Tongeren. 2017. The languages of Southern New Guinea. In Bill Palmer (ed.), The Languages and Linguistics of New Guinea: A Comprehensive Guide. Berlin: Walter de Gruyter.",
Neme,12du_o,ynd,,
Neme,12du_p,tbene,,
Neme,12du_s,ynd,,
Neme,12pl_a,yndbem,,
Neme,12pl_o,ynd,,
Neme,12pl_p,tbene,,
Neme,12pl_s,ynd,,
Neme,1du_a,yndbem,,
Neme,1du_o,ynd,,
Neme,1du_p,tbene,,
Neme,1du_s,ynd,,
Neme,1pl_a,yndbem,,
Neme,1pl_o,ynd,,
Neme,1pl_p,tbene,,
Neme,1pl_s,ynd,,
Neme,1sg_a,yndo,,
Neme,1sg_o,ynd,,
Neme,1sg_p,tane,,
Neme,1sg_s,ynd,,
Neme,2du_a,bmobbem,,
Neme,2du_o,bm,,
Neme,2du_p,bbene,,
Neme,2du_s,bm,,
Neme,2pl_a,bmobbem,,
Neme,2pl_o,bm,,
Neme,2pl_p,bbene,,
Neme,2pl_s,bm,,
Neme,2sg_a,bmo,,
Neme,2sg_o,bm,,
Neme,2sg_p,bene,,
Neme,2sg_s,bm,,
Neme,3d_a,ymobbem,,
Neme,3d_o,bae,,
Neme,3d_p,ybene,,
Neme,3d_s,bae,,
Neme,3p_a,ymobbem,,
Neme,3p_o,bae,,
Neme,3p_p,ybene,,
Neme,3p_s,bae,,
Neme,3sg_m_a,ymo,,
Neme,3sg_m_o,bae,,
Neme,3sg_m_p,yaene,,
Neme,3sg_m_s,bae,,
Neme,3sg_n_a,ymo,,
Neme,3sg_n_o,bae,,
Neme,3sg_n_p,yaene,,
Neme,3sg_n_s,bae,,
Nen,12du_a,yndbem,"Evans, Nicholas, Wayan Arka, Matthew Carroll, Christian Döhler, Eri Kashima, Emil Mittag, Volker Gast, Dineke Schokkin, Kyla Quinn, Jeff Siegel, Philip Tama and Charlotte Van Tongeren. 2017. The languages of Southern New Guinea. In Bill Palmer (ed.), The Languages and Linguistics of New Guinea: A Comprehensive Guide. Berlin: Walter de Gruyter.",
Nen,12du_o,ynd,,
Nen,12du_p,tbende,,
Nen,12du_s,ynd,,
Nen,12pl_a,yndbem,,
Nen,12pl_o,ynd,,
Nen,12pl_p,tbende,,
Nen,12pl_s,ynd,,
Nen,1du_a,yndbem,,
Nen,1du_o,ynd,,
Nen,1du_p,tbende,,
Nen,1du_s,ynd,,
Nen,1pl_a,yndbem,,
Nen,1pl_o,ynd,,
Nen,1pl_p,tbende,,
Nen,1pl_s,ynd,,
Nen,1sg_a,ynd,,
Nen,1sg_o,ynd,,
Nen,1sg_p,tande,,
Nen,1sg_s,ynd,,
Nen,2du_a,bmbem,,
Nen,2du_o,bm,,
Nen,2du_p,bbende,,
Nen,2du_s,bm,,
Nen,2pl_a,bmbem,,
Nen,2pl_o,bm,,
Nen,2pl_p,bbende,,
Nen,2pl_s,bm,,
Nen,2sg_a,bm,,
Nen,2sg_o,bm,,
Nen,2sg_p,bende,,
Nen,2sg_s,bm,,
Nen,3d_a,ymabem,,
Nen,3d_o,baa,,
Nen,3d_p,ybende,,
Nen,3d_s,baa,,
Nen,3p_a,ymabem,,
Nen,3p_o,baa,,
Nen,3p_p,ybende,,
Nen,3p_s,baa,,
Nen,3sg_m_a,ymam,,
Nen,3sg_m_o,baa,,
Nen,3sg_m_p,yande,,
Nen,3sg_m_s,baa,,
Nen,3sg_n_a,ymam,,
Nen,3sg_n_o,baa,,
Nen,3sg_n_p,yande,,
Nen,3sg_n_s,baa,,
Ngalakan,12du_a,yikanyi?yi?,"Merlan, Francesca. 1983. Ngalakan grammar, texts and vocabulary. B-89. Pacific Linguistics: Canberra.",
Ngalakan,12du_o,yika?,,
Ngalakan,12du_p,'=-yiki,,
Ngalakan,12du_s,yika?,,
Ngalakan,12pl_a,ngurkanyi?yi?,,
Ngalakan,12pl_o,ngurka?,,
Ngalakan,12pl_p,'=-ngore,,
Ngalakan,12pl_s,ngurka?,,
Ngalakan,1du_a,yirkanyi?birayi?,,
Ngalakan,1du_o,yirkabira?,,
Ngalakan,1du_p,'=-yere,,
Ngalakan,1du_s,yirkabira?,,
Ngalakan,1pl_a,yirkanyi?yi?,,
Ngalakan,1pl_o,yirka?,,
Ngalakan,1pl_p,'=-yere,,
Ngalakan,1pl_s,yirka?,,
Ngalakan,1sg_a,ngaykanyi?yi?,,
Ngalakan,1sg_o,ngayka?,,
Ngalakan,1sg_p,'=-ngini,,
Ngalakan,1sg_s,ngayka?,,
Ngalakan,2du_a,rnurkanyi?birayi?,,
Ngalakan,2du_o,rnurkabira?,,
Ngalakan,2du_p,'=-rnunggore,,
Ngalakan,2du_s,rnurkabira?,,
Ngalakan,2pl_a,rnurkanyi?yi?,,
Ngalakan,2pl_o,rnurka?,,
Ngalakan,2pl_p,'=-rnunggore,,
Ngalakan,2pl_s,rnurka?,,
Ngalakan,2sg_a,nginyjanyi?yi?,,
Ngalakan,2sg_o,nginyja?,,
Ngalakan,2sg_p,'=-nggi,,
Ngalakan,2sg_s,nginhja?,,
Ngalakan,3d_a,burkarni?birayi?,,
Ngalakan,3d_o,burkabira?,,
Ngalakan,3d_p,'=-bore,,
Ngalakan,3d_s,burkabira?,,
Ngalakan,3p_a,burkarni?yi?,,
Ngalakan,3p_o,burka?,,
Ngalakan,3p_p,'=-bore,,
Ngalakan,3p_s,burka?,,
Ngalakan,3sg_m_a,rninhjarni?yi?,,
Ngalakan,3sg_m_o,rninyja?,,
Ngalakan,3sg_m_p,'=-rnowe,,
Ngalakan,3sg_m_s,rninyja?,,
Ngalakan,3sg_n_a,jinyjarni?yi?,,
Ngalakan,3sg_n_o,jinyja?,,
Ngalakan,3sg_n_p,'=-ngoji,,
Ngalakan,3sg_n_s,jinyja?,,
Ngandi,12du_a,nakatu,"Heath, Jeffrey. 1978. Ngandi grammar, texts and dictionary. Canberra, New Jersey: Australian Institute of Aboriginal Studies",
Ngandi,12du_o,naka,,
Ngandi,12du_p,='nakuy,,
Ngandi,12du_s,naka,,
Ngandi,12pl_a,ngorkonitu,,
Ngandi,12pl_o,ngorkoni,,
Ngandi,12pl_p,='ngurkurayi,,
Ngandi,12pl_s,ngorkoni,,
Ngandi,1du_a,nowonitu,,
Ngandi,1du_o,nowoni,,
Ngandi,1du_p,='nirayi,,
Ngandi,1du_s,nowoni,,
Ngandi,1pl_a,nertu,,
Ngandi,1pl_o,ner,,
Ngandi,1pl_p,='ngurkurayi,,
Ngandi,1pl_s,ner,,
Ngandi,1sg_a,ngayatu,,
Ngandi,1sg_o,ngaya,,
Ngandi,1sg_p,='nginangi,,
Ngandi,1sg_s,ngaya,,
Ngandi,2du_a,nukanitu,,
Ngandi,2du_o,nukani,,
Ngandi,2du_p,='nurkurayi,,
Ngandi,2du_s,nukani,,
Ngandi,2pl_a,nukartu,,
Ngandi,2pl_o,nukar,,
Ngandi,2pl_p,='nurkurayi,,
Ngandi,2pl_s,nukar,,
Ngandi,2sg_a,nugantu,,
Ngandi,2sg_o,nugan,,
Ngandi,2sg_p,='nukuy,,
Ngandi,2sg_s,nugan,,
Ngandi,3d_a,bowonitu,,
Ngandi,3d_o,bowoni,,
Ngandi,3d_p,='burayi,,
Ngandi,3d_s,bowoni,,
Ngandi,3p_a,bawantu,,
Ngandi,3p_o,bawan,,
Ngandi,3p_p,='burayi,,
Ngandi,3p_s,bawan,,
Ngandi,3sg_m_a,nawantu,,
Ngandi,3sg_m_o,nawan,,
Ngandi,3sg_m_p,='nayi,,
Ngandi,3sg_m_s,nawan,,
Ngandi,3sg_n_a,niwantu,,
Ngandi,3sg_n_o,niwan,,
Ngandi,3sg_n_p,='nayi,,
Ngandi,3sg_n_s,niwan,,
Ngkolmpu,12du_a,ninta,"Carroll, Matthew. 2013. A grammar of Ngkntra. Thesis proposal review.",
Ngkolmpu,12du_o,ni,,
Ngkolmpu,12du_p,ncen,,
Ngkolmpu,12du_s,ni,,
Ngkolmpu,12pl_a,ninta,,
Ngkolmpu,12pl_o,ni,,
Ngkolmpu,12pl_p,ncen,,
Ngkolmpu,12pl_s,ni,,
Ngkolmpu,1du_a,ninta,,
Ngkolmpu,1du_o,ni,,
Ngkolmpu,1du_p,ncen,,
Ngkolmpu,1du_s,ni,,
Ngkolmpu,1pl_a,ninta,,
Ngkolmpu,1pl_o,ni,,
Ngkolmpu,1pl_p,ncen,,
Ngkolmpu,1pl_s,ni,,
Ngkolmpu,1sg_a,ngkai,,
Ngkolmpu,1sg_o,ngko,,
Ngkolmpu,1sg_p,nson,,
Ngkolmpu,1sg_s,ngko,,
Ngkolmpu,2du_a,mpunta,,
Ngkolmpu,2du_o,mpu,,
Ngkolmpu,2du_p,mpon,,
Ngkolmpu,2du_s,mpu,,
Ngkolmpu,2pl_a,mpunta,,
Ngkolmpu,2pl_o,mpu,,
Ngkolmpu,2pl_p,mpon,,
Ngkolmpu,2pl_s,mpu,,
Ngkolmpu,2sg_a,mpai,,
Ngkolmpu,2sg_o,mpu,,
Ngkolmpu,2sg_p,mpon,,
Ngkolmpu,2sg_s,mpu,,
Ngkolmpu,3d_a,pinta,,
Ngkolmpu,3d_o,pi,,
Ngkolmpu,3d_p,pen,,
Ngkolmpu,3d_s,pi,,
Ngkolmpu,3p_a,pinta,,
Ngkolmpu,3p_o,pi,,
Ngkolmpu,3p_p,pen,,
Ngkolmpu,3p_s,pi,,
Ngkolmpu,3sg_m_a,pingku,,
Ngkolmpu,3sg_m_o,pi,,
Ngkolmpu,3sg_m_p,pen,,
Ngkolmpu,3sg_m_s,pi,,
Ngkolmpu,3sg_n_a,pingku,,
Ngkolmpu,3sg_n_o,pi,,
Ngkolmpu,3sg_n_p,pen,,
Ngkolmpu,3sg_n_s,pi,,
NorthSaxon,12du_a,wi,"Russ, C., & Russ, C. V. J. (1990). The Dialects of Modern German: A Linguistic Survey (1st ed.). Routledge. https://doi.org/10.4324/9781315001777",p46
NorthSaxon,12du_o,uns,,
NorthSaxon,12du_p,uns,,
NorthSaxon,12du_s,wi,,
NorthSaxon,12pl_a,wi,,
NorthSaxon,12pl_o,uns,,
NorthSaxon,12pl_p,uns,,
NorthSaxon,12pl_s,wi,,
NorthSaxon,1du_a,wi,,
NorthSaxon,1du_o,uns,,
NorthSaxon,1du_p,uns,,
NorthSaxon,1du_s,wi,,
NorthSaxon,1pl_a,wi,,
NorthSaxon,1pl_o,uns,,
NorthSaxon,1pl_p,uns,,
NorthSaxon,1pl_s,wi,,
NorthSaxon,1sg_a,ik,,
NorthSaxon,1sg_o,mi,,
NorthSaxon,1sg_p,mien,,
NorthSaxon,1sg_s,ik,,
NorthSaxon,2du_a,ji,,
NorthSaxon,2du_o,ju,,
